WINNER,CRIMINALCASES,AGE,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
0,0.0,38.0,12720974,0.0,15304,654.0,15958,4.696457791,5.396339092000001,1090903.625,Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,JD(S),A lady farmer carrying paddy on her head,MALE,ST,scholl level
0,0.0,68.0,27303830,0.0,10955,538.0,11493,3.382403145,3.886459781,1090903.625,Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,IND,Helicopter,MALE,ST,Graduate
1,0.0,47.0,15279000,0.0,216494,3718.25,225796,48.68653981,62.02385956,1090903.625,Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,BJP,Lotus,MALE,ST,Graduate
0,1.0,51.0,219403654,15244926.875,49362,1591.0,50953,10.98657754,13.99626971,1090903.625,Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,INC,Hand,MALE,ST,Graduate
0,0.0,56.0,38265000,0.0,41510,2410.0,43920,9.470109427999999,12.064376300000001,1090903.625,Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,JD(S),A lady farmer carrying paddy on her head,FEMALE,ST,Post Graduate/Doctorate
0,1.0,42.0,219403654,7500000.0,26530,589.0,27119,5.8474475770000005,7.449312862999999,1090903.625,Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,NPEP,Book,MALE,ST,scholl level
0,0.0,45.0,1955000,0.0,4633,133.0,4766,1.0276534959999999,1.309171618,1090903.625,Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,PPA,Maize,MALE,ST,Graduate
1,2.5,48.0,59234826,5722184.0,632727,651.0,633378,39.19745771,51.1551499,1615865.0,West Bengal,ASANSOL,BABUL SUPRIYO,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,65.0,101582564,0.0,435584,157.0,435741,26.96642356,35.19288035,1615865.0,West Bengal,ASANSOL,MOON MOON SEN,AITC,Flowers and Grass,FEMALE,GENERAL,Post Graduate/Doctorate
0,2.5,59.0,1618401,0.0,87553,55.0,87608,5.421740058999999,7.07571209,1615865.0,West Bengal,ASANSOL,GOURANGA CHATTERJEE,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
0,0.0,37.0,10163408,2629771.0,21019,19.0,21038,1.301965201,1.69914655,1615865.0,West Bengal,ASANSOL,BISWARUP MONDAL,INC,Hand,MALE,GENERAL,scholl level
0,0.0,62.0,1748,0.0,12677,0.0,12677,0.7845333609999999,1.023865425,1615865.0,West Bengal,ASANSOL,MD. ZAHIR ALAM,BMUP,Cot,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,70.0,732470,0.0,552364,385.0,552749,35.86612551,54.51764984,1541145.0,Odisha,ASKA,Pramila Bisoyi,BJD,Conch,FEMALE,GENERAL,scholl level
0,0.0,47.0,16175950,15244926.875,346249,1793.0,348042,22.58333901,34.32739252,1541145.0,Odisha,ASKA,Anita Subhadarshini,BJP,Lotus,FEMALE,GENERAL,Post Graduate/Doctorate
0,1.0,47.0,329980,0.0,59889,89.0,59978,3.89178176,5.915631873,1541145.0,Odisha,ASKA,Rama Krushna Panda,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,63.0,144098612,15244926.875,379469,1526.0,380995,28.20701705,37.87045946,1350710.0,Kerala,ATTINGAL,Adv. ADOOR PRAKASH,INC,Hand,MALE,GENERAL,Graduate
0,0.0,56.0,38448688,3611333.0,340298,2450.0,342748,25.37539516,34.06875219,1350710.0,Kerala,ATTINGAL,Dr. A. SAMPATH,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
0,2.5,49.0,1981638,0.0,246502,1579.0,248081,18.36671084,24.65896259,1350710.0,Kerala,ATTINGAL,SOBHASURENDRAN,BJP,Lotus,FEMALE,GENERAL,Graduate
1,2.5,53.0,167895109,3746607.0,426116,1605.0,427721,24.54100476,45.72262683,1742883.0,Bihar,AURANGABAD,SUSHIL KUMAR SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,50.0,29562768,6800000.0,388784,258.0,389042,20.62478397,32.45459558,1886284.0,Maharashtra,AURANGABAD,Imtiaz Jaleel Syed,AIMIM,Kite,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,34.0,12674177,824000.0,33697,75.0,33772,1.937708957,3.6101677339999996,1742883.0,Bihar,AURANGABAD,NARESH YADAV,BSP,Elephant,MALE,GENERAL,scholl level
0,0.0,55.0,20394370,471998.0,356846,323.0,357169,20.49299924,38.18074142,1742883.0,Bihar,AURANGABAD,UPENDRA PRASAD,HAMS,Telephone,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,67.0,89820322,15244926.875,383759,791.0,384550,20.38664379,32.07986472,1886284.0,Maharashtra,AURANGABAD,Chandrakant Khaire,SHS,Bow and Arrow,MALE,GENERAL,scholl level
0,2.0,41.0,123952399,11017453.0,283237,561.0,283798,15.04534842,23.67494851,1886284.0,Maharashtra,AURANGABAD,Harshwardhandada Raibhanji Jadhav,IND,Tractor Chalata Kisan,MALE,GENERAL,Graduate
0,0.0,56.0,219403654,15244926.875,91688,101.0,91789,4.866128324,7.657206352999999,1886284.0,Maharashtra,AURANGABAD,Zambad Subhash Manakchand,INC,Hand,MALE,GENERAL,scholl level
0,0.0,62.0,8389250,0.0,24826,6.0,24832,1.424765747,2.65449737,1742883.0,Bihar,AURANGABAD,DHIRENDRA KUMAR SINGH,IND,Air Conditioner,MALE,GENERAL,Graduate
0,1.0,42.0,6006600,0.0,16584,5.0,16589,0.951813748,1.773335086,1742883.0,Bihar,AURANGABAD,DR DHARMENDRA KUMAR,AHFBK,CHESS BOARD,MALE,ST,Graduate
0,0.0,43.0,1275000,0.0,15010,4.0,15014,0.8614462359999999,1.604970341,1742883.0,Bihar,AURANGABAD,SANTOSH KUMAR SINHA,IND,Almirah,MALE,GENERAL,Graduate
0,0.0,35.0,3717856,0.0,13668,12.0,13680,0.784906388,1.462368074,1742883.0,Bihar,AURANGABAD,AVINASH KUMAR,PPID,Table,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,58.0,155000,0.0,11979,8.0,11987,0.687768485,1.281389335,1742883.0,Bihar,AURANGABAD,YOGENDRA RAM,IND,Balloon,MALE,SC,scholl level
0,0.0,46.0,143780000,0.0,11709,4.0,11713,0.672047407,1.252099214,1742883.0,Bihar,AURANGABAD,SOM PRAKASH,SPL,Tractor Chalata Kisan,MALE,GENERAL,Graduate
1,2.0,49.0,20693570,5956209.0,380183,1133.0,381316,47.90733028,61.71579878,1090903.625,Assam,AUTONOMOUS DISTRICT,HOREN SING BEY,BJP,Lotus,MALE,ST,Graduate
0,0.0,76.0,7866276,0.0,141344,346.0,141690,17.80148126,22.93245374,1090903.625,Assam,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,INC,Hand,MALE,ST,Post Graduate/Doctorate
0,0.0,68.0,610218,0.0,39425,158.0,39583,4.973082311000001,6.406488222,1090903.625,Assam,AUTONOMOUS DISTRICT,JONES INGTI KATHAR,IND,Battery Torch,MALE,ST,Post Graduate/Doctorate
0,0.0,61.0,53785471,5000000.0,36840,75.0,36915,4.637883271000001,5.974673792000001,1090903.625,Assam,AUTONOMOUS DISTRICT,HOLIRAM TERANG,ASDC,Table,MALE,ST,Graduate
0,0.0,39.0,6830962,1606436.0,9920,117.0,10037,1.261016779,1.624483296,1090903.625,Assam,AUTONOMOUS DISTRICT,LIENKHOCHON,NPEP,Book,MALE,ST,scholl level
1,0.0,45.0,219403654,2853000.0,619594,1984.0,621578,34.74117579,60.359333299999996,1789168.0,Uttar Pradesh,AZAMGARH,Akhilesh Yadav,SP,Bicycle,MALE,GENERAL,Graduate
0,1.0,40.0,59380841,5415364.0,360255,1449.0,361704,20.21632401,35.12384977,1789168.0,Uttar Pradesh,AZAMGARH,Dinesh Lal Yadav Nirahua,BJP,Lotus,MALE,GENERAL,scholl level
0,2.0,34.0,40372093,0.0,510343,1009.0,511352,27.03311947,47.28287504,1891576.0,Uttar Pradesh,BADAUN,Dr. Sanghmitra Maurya,BJP,Lotus,FEMALE,GENERAL,Graduate
0,2.5,40.0,118688322,15244926.875,491959,939.0,492898,26.05753086,45.57650022,1891576.0,Uttar Pradesh,BADAUN,Dharmendra Yadav,SP,Bicycle,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,66.0,219403654,5000000.0,51896,51.0,51947,2.746228542,4.8033517219999995,1891576.0,Uttar Pradesh,BADAUN,Saleem Iqbal Shervani,INC,Hand,MALE,GENERAL,Graduate
1,0.0,68.0,43980663,7987991.0,661662,2976.0,664638,39.00434857,55.17032428,1704010.0,Karnataka,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,38.0,78375219,15244926.875,495636,815.0,496451,29.13427738,41.20944433,1704010.0,Karnataka,BAGALKOT,Veena Kashappanavar,INC,Hand,FEMALE,GENERAL,Graduate
1,1.0,63.0,78195793,0.0,519631,3718.25,525789,32.52686709,50.28552793,1616476.0,Uttar Pradesh,BAGHPAT,Dr. SATYAPAL SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,40.0,219403654,15244926.875,500794,1493.0,502287,31.07296366,48.03783831,1616476.0,Uttar Pradesh,BAGHPAT,JAYANT CHAUDHARY,RLD,Hand Pump,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,63.0,101315437,8506984.0,589580,1526.0,591106,36.07873153,45.43359008,1638378.0,West Bengal,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,INC,Hand,MALE,GENERAL,scholl level
0,2.5,55.0,47930322,2119820.0,509886,524.0,510410,31.15337242,39.23113403,1638378.0,West Bengal,BAHARAMPUR,APURBA SARKAR (DAVID),AITC,Flowers and Grass,MALE,GENERAL,scholl level
0,0.0,55.0,6200,0.0,141231,1807.0,143038,8.73046391,10.99418693,1638378.0,West Bengal,BAHARAMPUR,KRISHNA JOYARDAR,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,38.0,10200,0.0,13681,1.0,13682,0.835094221,1.0516259,1638378.0,West Bengal,BAHARAMPUR,SAMIR BISWAS,IND,Bead Necklace,MALE,SC,scholl level
0,0.0,66.0,3968029,322779.0,13342,20.0,13362,0.815562709,1.02703006,1638378.0,West Bengal,BAHARAMPUR,ID MOHAMMAD,RSP,Spade & Stoker,MALE,GENERAL,Graduate
1,0.0,73.0,45691463,3028133.0,525512,470.0,525982,30.40520074,53.1218218,1729908.0,Uttar Pradesh,BAHRAICH,AKSHAIBAR LAL,BJP,Lotus,MALE,SC,scholl level
0,1.0,60.0,11162030,0.0,396843,387.0,397230,22.9624928,40.11844754,1729908.0,Uttar Pradesh,BAHRAICH,SHABBIR BALMIKI,SP,Bicycle,MALE,SC,scholl level
0,2.5,38.0,3046772,0.0,34383,71.0,34454,1.9916666090000001,3.479699397,1729908.0,Uttar Pradesh,BAHRAICH,SAVITRI BAI PHULE,INC,Hand,FEMALE,SC,Graduate
1,0.0,66.0,88648133,1530693.0,692859,3243.0,696102,39.3784101,50.70931647,1767725.0,Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,BJP,Lotus,MALE,GENERAL,Illiterate
0,0.0,53.0,10237135,0.0,452594,1442.0,454036,25.68476432,33.07540449,1767725.0,Madhya Pradesh,BALAGHAT,MADHU BHAGAT,INC,Hand,MALE,GENERAL,scholl level
0,2.5,68.0,20550745,2200000.0,84996,181.0,85177,4.818453096,6.204934692,1767725.0,Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,BSP,Elephant,MALE,GENERAL,Illiterate
0,0.0,62.0,44244840,0.0,47105,115.0,47220,2.671229971,3.439860716,1767725.0,Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,IND,Auto- Rickshaw,MALE,GENERAL,Graduate
1,2.5,64.0,1346236,160.0,481438,2420.0,483858,31.58793587,41.73510271,1531781.0,Odisha,BALASORE,PRATAP CHANDRA SARANGI,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,51.0,219403654,15244926.875,470242,660.0,470902,30.74212306,40.61758478,1531781.0,Odisha,BALASORE,RABINDRA KUMAR JENA,BJD,Conch,MALE,GENERAL,Illiterate
0,0.0,46.0,219403654,15244926.875,179070,333.0,179403,11.71205283,15.47438015,1531781.0,Odisha,BALASORE,NAVAJYOTI PATNAIK,INC,Hand,MALE,GENERAL,Graduate
1,2.0,62.0,24498319,0.0,464039,3718.25,469114,25.73837185,47.357938,1822625.0,Uttar Pradesh,BALLIA,Virendra Singh,BJP,Lotus,MALE,GENERAL,Graduate
0,2.5,56.0,26500222,531827.0,450408,3187.0,453595,24.88690762,45.79126585,1822625.0,Uttar Pradesh,BALLIA,Sanatan Pandey,SP,Bicycle,MALE,GENERAL,Illiterate
0,2.5,51.0,67939301,0.0,35874,26.0,35900,1.9696865780000001,3.624172321,1822625.0,Uttar Pradesh,BALLIA,Vinod,SBSP,Walking Stick,MALE,GENERAL,scholl level
1,0.0,39.0,5825866,2168170.0,537577,1740.0,539317,37.66958813,45.00920936,1431704.0,West Bengal,BALURGHAT,Sukanta Majumdar,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,52.0,2824728,0.0,505463,561.0,506024,35.34417729,42.23071062,1431704.0,West Bengal,BALURGHAT,Arpita Ghosh,AITC,Flowers and Grass,FEMALE,GENERAL,Graduate
0,0.0,50.0,4632504,0.0,72917,73.0,72990,5.098120841,6.091449354,1431704.0,West Bengal,BALURGHAT,Ranen Barman,RSP,Spade & Stoker,MALE,SC,scholl level
0,2.5,40.0,21868500,9884000.0,36698,85.0,36783,2.56917631,3.0697599889999996,1431704.0,West Bengal,BALURGHAT,Abdus Sadek Sarkar,INC,Hand,MALE,GENERAL,Graduate
1,0.0,70.0,41819177,4500000.0,675650,3458.0,679108,40.00909635,61.52795181,1697384.0,Gujarat,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,BJP,Lotus,MALE,GENERAL,Graduate
0,1.0,75.0,40404078,2164385.0,309446,1366.0,310812,18.31123659,28.15991824,1697384.0,Gujarat,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,INC,Hand,MALE,GENERAL,scholl level
0,0.0,39.0,1705000,0.0,48516,118.0,48634,2.8652326169999998,4.406295329,1697384.0,Gujarat,BANASKANTHA,THAKOR SWARUPJI SARDARJI,IND,Gas Cylinder,MALE,GENERAL,scholl level
0,1.0,49.0,7985000,1800000.0,11034,54.0,11088,0.653240516,1.004585323,1697384.0,Gujarat,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,BSP,Elephant,MALE,GENERAL,scholl level
0,0.0,33.0,2578000,2306381.0,11064,5.0,11069,0.652121146,1.002863902,1697384.0,Gujarat,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,IND,DIAMOND,FEMALE,GENERAL,Graduate
1,2.0,59.0,55794086,0.0,477100,826.0,477926,28.07986256,46.18035157,1702024.0,Uttar Pradesh,BANDA,R.K. SINGH PATEL,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,74.0,219403654,0.0,418647,341.0,418988,24.61704418,40.48537460000001,1702024.0,Uttar Pradesh,BANDA,SHYAMA CHARAN GUPTA,SP,Bicycle,MALE,GENERAL,Graduate
0,2.5,59.0,43232650,13868284.0,75350,88.0,75438,4.432252424,7.28931542,1702024.0,Uttar Pradesh,BANDA,BALKUMAR PATEL,INC,Hand,MALE,GENERAL,scholl level
0,0.0,37.0,2995889,0.0,12746,1.0,12747,0.74893186,1.231698927,1702024.0,Uttar Pradesh,BANDA,CHHOTELAL,PSPL,Key,MALE,GENERAL,scholl level
1,0.0,55.0,219403654,15244926.875,601170,1683.0,602853,27.34254135,50.33477027,2204817.0,Karnataka,BANGALORE CENTRAL,P. C. Mohan,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,39.0,158434648,15244926.875,531196,689.0,531885,24.12377082,44.40934902,2204817.0,Karnataka,BANGALORE CENTRAL,Rizwan Arshad,INC,Hand,MALE,GENERAL,Graduate
0,1.0,53.0,219403654,15244926.875,28822,84.0,28906,1.311038512,2.413485326,2204817.0,Karnataka,BANGALORE CENTRAL,Prakash Raj,IND,Whistle,MALE,GENERAL,scholl level
1,0.0,66.0,209384539,15244926.875,821934,2566.0,824500,28.93743968,52.84158931,2262904.625,Karnataka,BANGALORE NORTH,D.V. Sadananda Gowda,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,46.0,132509044,15244926.875,675834,1148.0,676982,23.76000702,43.38727085,2262904.625,Karnataka,BANGALORE NORTH,Krishna Byregowda,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,52.0,219403654,15244926.875,877712,546.0,878258,35.16607687,54.11911581,2262904.625,Karnataka,BANGALORE RURAL,D.K. SURESH,INC,Hand,MALE,GENERAL,scholl level
0,2.0,59.0,219403654,0.0,670483,905.0,671388,26.88285449,41.37158435,2262904.625,Karnataka,BANGALORE RURAL,ASHWATHNARAYANGOWDA,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,43.0,8810000,500000.0,19943,29.0,19972,0.7996931279999999,1.230694148,2262904.625,Karnataka,BANGALORE RURAL,DR CHINNAPPA Y CHIKKAHAGADE,BSP,Elephant,MALE,SC,Graduate
1,0.0,28.0,1346593,0.0,736605,2624.0,739229,33.36640353,62.137994400000004,2215489.0,Karnataka,BANGALORE SOUTH,TEJASVI SURYA,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,64.0,150801799,15244926.875,407372,665.0,408037,18.41746901,34.29870963,2215489.0,Karnataka,BANGALORE SOUTH,B.K.HARIPRASAD,INC,Hand,MALE,GENERAL,Graduate
1,2.5,37.0,5265388,0.0,685237,2385.0,687622,40.33844255,48.81415082,1704632.0,West Bengal,BANGAON,SHANTANU THAKUR,BJP,Lotus,MALE,SC,Graduate
0,2.5,51.0,22042316,0.0,575382,646.0,576028,33.79192694,40.89211467,1704632.0,West Bengal,BANGAON,MAMATA THAKUR,AITC,Flowers and Grass,FEMALE,SC,scholl level
0,1.0,55.0,5556977,524879.0,89996,126.0,90122,5.2868889,6.397743092000001,1704632.0,West Bengal,BANGAON,ALAKESH DAS,CPI(M),"Hammer, Sickle and Star",MALE,SC,Graduate
0,2.5,28.0,3026068,39999.0,22552,66.0,22618,1.326855298,1.605647381,1704632.0,West Bengal,BANGAON,SOURAV PROSAD,INC,Hand,MALE,SC,Post Graduate/Doctorate
1,1.0,58.0,19816050,405701.0,476948,840.0,477788,28.11519871,47.97742655,1699394.0,Bihar,BANKA,GIRIDHARI YADAV,JD(U),Arrow,MALE,GENERAL,Post Graduate/Doctorate
0,2.0,65.0,68739932,618721.0,276856,400.0,277256,16.31499229,27.84086117,1699394.0,Bihar,BANKA,JAI PRAKASH NARAYAN YADAV,RJD,Hurricane Lamp,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,61.0,53801629,1700000.0,103448,281.0,103729,6.103881737000001,10.41602233,1699394.0,Bihar,BANKA,PUTUL KUMARI,IND,Gas Cylinder,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,44.0,41500,0.0,44394,4.0,44398,2.612578366,4.458257185,1699394.0,Bihar,BANKA,MANOJ KUMAR SAH,IND,FLUTE,MALE,GENERAL,scholl level
0,0.0,46.0,7341490,0.0,17021,4.0,17025,1.00182771,1.709577651,1699394.0,Bihar,BANKA,PRAVIN KUMAR JHA,IND,Baby Walker,MALE,GENERAL,scholl level
0,0.0,38.0,2605273,0.0,14228,1.0,14229,0.8372984720000001,1.428815295,1699394.0,Bihar,BANKA,MRITUNJAY ROY,IND,Black Board,MALE,GENERAL,scholl level
0,1.0,50.0,16862361,97503.0,11931,29.0,11960,0.7037802890000001,1.2009720240000001,1699394.0,Bihar,BANKA,MD RAFIQUE ALAM,BSP,Elephant,MALE,GENERAL,Graduate
1,1.0,65.0,19799440,3261495.0,672202,3117.0,675319,40.95557903,49.19837249,1648906.0,West Bengal,BANKURA,DR. SUBHAS SARKAR,BJP,Lotus,MALE,GENERAL,Graduate
0,2.0,72.0,12235759,0.0,500122,864.0,500986,30.38293268,36.49785633,1648906.0,West Bengal,BANKURA,SUBRATA MUKHERJEE,AITC,Flowers and Grass,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,67.0,7521446,0.0,100014,268.0,100282,6.081729341,7.305749119,1648906.0,West Bengal,BANKURA,AMIYA PATRA,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
0,2.5,40.0,290750,0.0,14937,5.0,14942,0.90617658,1.088555307,1648906.0,West Bengal,BANKURA,MILAN MANDI,IND,Cot,MALE,ST,scholl level
1,2.5,42.0,171706883,6049264.0,544434,2239.0,546673,31.21601729,56.37065199,1751258.0,Uttar Pradesh,BANSGAON,Kamlesh Paswan,BJP,Lotus,MALE,SC,Graduate
0,0.0,62.0,8702160,0.0,391441,1764.0,393205,22.45271685,40.54566846,1751258.0,Uttar Pradesh,BANSGAON,Sadal Prasad,BSP,Elephant,MALE,SC,Post Graduate/Doctorate
1,0.0,62.0,58711904,1746729.0,710684,1025.0,711709,36.02918545,49.42049525,1975368.0,Rajasthan,BANSWARA,KANAKMAL KATARA,BJP,Lotus,MALE,ST,Graduate
0,0.0,65.0,34354639,6449772.0,405874,371.0,406245,20.56553513,28.20932304,1975368.0,Rajasthan,BANSWARA,TARACHAND BHAGORA,INC,Hand,MALE,ST,Post Graduate/Doctorate
0,0.0,43.0,1229683,0.0,249964,797.0,250761,12.69439416,17.41264029,1975368.0,Rajasthan,BANSWARA,KANTILAL ROAT,BTP,Auto- Rickshaw,MALE,ST,Post Graduate/Doctorate
0,0.0,31.0,311000,0.0,26169,3.0,26172,1.324917686,1.817362436,1975368.0,Rajasthan,BANSWARA,BAPULAL,BSP,Elephant,MALE,ST,scholl level
0,0.0,26.0,30811,0.0,14822,0.0,14822,0.750341202,1.029227649,1975368.0,Rajasthan,BANSWARA,NITESH DAMOR,IND,Air Conditioner,MALE,ST,Graduate
1,0.0,42.0,4158610,269000.0,592250,3718.25,598257,40.73458249,47.10692458,1468671.0,Andhra Pradesh,BAPATLA,NANDIGAM SURESH,YSRCP,Ceiling Fan,MALE,SC,scholl level
0,0.0,65.0,42520353,598794.0,577403,3718.25,582192,39.64073642,45.84196196,1468671.0,Andhra Pradesh,BAPATLA,MALYADRI SRIRAM,TDP,Bicycle,MALE,SC,Post Graduate/Doctorate
0,0.0,64.0,34436000,1200000.0,42262,318.0,42580,2.8992197710000003,3.352761185,1468671.0,Andhra Pradesh,BAPATLA,K. DEVANAND,BSP,Elephant,MALE,SC,Post Graduate/Doctorate
0,0.0,65.0,126397634,8342498.0,12941,214.0,13155,0.8957077520000001,1.035828403,1468671.0,Andhra Pradesh,BAPATLA,J.D. SEELAM,INC,Hand,MALE,SC,Post Graduate/Doctorate
1,1.0,51.0,18050127,3171774.0,535594,323.0,535917,29.49736629,46.37131525,1816830.0,Uttar Pradesh,BARABANKI,Upendra Singh Rawat,BJP,Lotus,MALE,SC,Post Graduate/Doctorate
0,2.5,68.0,10294367,127553.0,425624,153.0,425777,23.43515904,36.84122633,1816830.0,Uttar Pradesh,BARABANKI,Ram Sagar Rawat,SP,Bicycle,MALE,SC,scholl level
0,0.0,34.0,12572577,27052.0,159575,36.0,159611,8.785136749,13.81066844,1816830.0,Uttar Pradesh,BARABANKI,Tanuj Punia,INC,Hand,MALE,SC,Graduate
1,0.0,49.0,219403654,5500000.0,683705,3009.0,686714,32.47392138,52.52845903,2114663.0,Maharashtra,BARAMATI,Supriya Sule,NCP,Clock,FEMALE,GENERAL,Graduate
0,0.0,34.0,47572790,2250279.0,528711,2229.0,530940,25.10754669,40.61291897,2114663.0,Maharashtra,BARAMATI,Kanchan Rahul Kool,BJP,Lotus,FEMALE,GENERAL,Graduate
0,1.0,43.0,4980257,3700190.0,43953,181.0,44134,2.087046494,3.375919248,2114663.0,Maharashtra,BARAMATI,Padalkar Navanath,VBA,Cup & Saucer,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,71.0,219403654,104935.0,132969,457.0,133426,10.12538153,29.26015189,1317738.0,Jammu & Kashmir,BARAMULLA,MOHAMMAD AKBAR LONE,JKN,Plough,MALE,GENERAL,Graduate
0,0.0,67.0,176868487,848606.0,103052,141.0,103193,7.831071122999999,22.63009349,1317738.0,Jammu & Kashmir,BARAMULLA,RAJA AIJAZ ALI,JPC,Apple,MALE,GENERAL,Graduate
0,0.0,54.0,8000000,6000000.0,100677,1491.0,102168,7.753286312999999,22.40531229,1317738.0,Jammu & Kashmir,BARAMULLA,ENGINEER RASHID,IND,Gas Cylinder,MALE,GENERAL,Illiterate
0,0.0,59.0,16556983,473600.0,53307,223.0,53530,4.0622642739999995,11.73906083,1317738.0,Jammu & Kashmir,BARAMULLA,ABDUL QAYOOM WANI,JKPDP,Ink Pot & Pen,MALE,GENERAL,Graduate
0,0.0,55.0,12777435,0.0,34240,292.0,34532,2.620551278,7.572823625,1317738.0,Jammu & Kashmir,BARAMULLA,HAJI FAROOQ AHMAD MIR,INC,Hand,MALE,GENERAL,scholl level
0,0.0,65.0,11320000,0.0,7313,581.0,7894,0.599056869,1.731144147,1317738.0,Jammu & Kashmir,BARAMULLA,MOHD MAQBOOL WAR,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,48.0,10050737,6786855.0,4948,19.0,4967,0.37693380600000004,1.089256775,1317738.0,Jammu & Kashmir,BARAMULLA,SYED NAJEEB SHAH NAQVI,IND,Table,MALE,GENERAL,Post Graduate/Doctorate
1,2.0,60.0,40531018,1496059.0,647819,625.0,648444,37.73858549,46.44368906,1718252.0,West Bengal,BARASAT,Dr. Kakoli Ghoshdastidar,AITC,Flowers and Grass,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,68.0,4949682,3370182.0,537095,1180.0,538275,31.32689501,38.55302343,1718252.0,West Bengal,BARASAT,Mrinal Kanti Debnath,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,61.0,11890602,0.0,123817,251.0,124068,7.220593952000001,8.886157654,1718252.0,West Bengal,BARASAT,Haripada Biswas,AIFB,Lion,MALE,SC,scholl level
0,0.0,57.0,33601000,0.0,37236,41.0,37277,2.169472231,2.669901174,1718252.0,West Bengal,BARASAT,Subrata Dutta,INC,Hand,FEMALE,GENERAL,Graduate
1,0.0,67.0,26521750,744076.0,597450,926.0,598376,34.51682013,41.75136706,1733578.0,West Bengal,BARDHAMAN DURGAPUR,S.S AHLUWALIA,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,73.0,136680993,0.0,595611,326.0,595937,34.37612845,41.58118713,1733578.0,West Bengal,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,AITC,Flowers and Grass,FEMALE,GENERAL,Post Graduate/Doctorate
0,2.0,50.0,4267888,0.0,161103,226.0,161329,9.306128712000001,11.25664515,1733578.0,West Bengal,BARDHAMAN DURGAPUR,ABHAS RAY CHAUDHURI,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
0,0.0,39.0,16662068,89517.0,38481,35.0,38516,2.2217633130000003,2.6874334089999996,1733578.0,West Bengal,BARDHAMAN DURGAPUR,RANAJIT MUKHERJEE,INC,Hand,MALE,GENERAL,Illiterate
1,0.0,61.0,20371283,148598.0,640490,344.0,640834,37.73854021,44.51463355,1698089.0,West Bengal,BARDHAMAN PURBA,SUNIL KUMAR MONDAL,AITC,Flowers and Grass,MALE,SC,Graduate
